title,field
사이드프로젝트  사이드임팩트 ,4
사피엔스40,4
수도권매립지관리공사 그린나래 멘토단 ,4
양자컴퓨팅,4
오아시스 해커톤 자 ,4
자율주행 인능 알고리즘 개발 챌린지,4
자율주행 카미더비,4
청년 메타버스 콘텐츠 개발 경진대회,4
한국 디스플레이 산업 전시회 Kdisplay ,4
한국산업기술진흥협회KOTIYA 제1기홍보대사,4
부산글로벌게임센터  7기 모여봐요 BGM ,4
국토교통부 제2기 2030자문단청년정책위원단,4
Deloitte 웨비나 안내 우주로 여행을 떠나봅시다,4
제14기 뇌전증 인식개선  We are Epilizer ,4
년 KAIA  제5기 ,4
한국수력원자력 K에너지  ,4
백준 카카오 최정상 개발자들의 하반기 취업 전략 무료 특강 DEV,4
 경북 ICT이노베이션스퀘어 창업특강  신청,4
 군축비확산 청년사절단 ,4
AMD x HP 파빌리온 노트북 ,4
루나 신제품 개발  루돌프 3기 ,4
마이 리틀 콘텐츠 2회 남다른 프로의 작업 노트 게임원화가 인슈,4
삼성엔지니어링 23년도 하반기  멘토 ,4
LG사이언스파크 SW현직자와의 직무상담 커피챗 참여 학생 ,4
주더블미 메타버스  2기 ,4
년 디지털리터러시 교육 올키즈시티즌 투게더 멘토 ,4
현대자동차그룹 nano TECH DAY  추가  중,4
 로보월드  ,4
제5기 충북 블록체인  ,4
에너지 공기업 파헤치기 서초오랑 재직자 멘토링 3탄 한국지역난방공사,4
스마일게이트 Hope Creator 4기 ,4
소프트웨어야 놀자 새싹 캠프  멘토동아리 0710,4
년 전기에너지자원 청년기자단 안내,4
완료한아세안 ICT 융합빌리지 기자단  공고,4
서울시민대학 미래리터러시 역량 강화 시민 미래연구단 ,4
년 디지털리터러시 교육 올키즈시티즌 투게더 멘토 ,4
한국산업단지공단   G밸리 창업경진대회 82,4
DX Sprint 2주 데이터 활용 서비스앱웹 개발 해커톤,4
 DATAAI 분석 경진대회,4
년 동대문구 공공데이터 활용 정책 아이디어 ,4
 관광분야 GEN AI 해커톤 참여자 ,4
년 KHIDI 공공데이터 활용 아이디어 ,4
K디지털 챌린지  마이데이터 아이디어 ,4
 AI 대학원 챌린지 with kt 믿음,4
 데이터기반 리스크관리 경진대회,4
년고려아연 KZ Wave ,4
부산 최대의데이터해커톤 BiG Data Hackathon75정오,4
 우리은행 모의해킹 경진대회,4
년 동남권 가명정보 활용 아이디어 경진대회,4
 백운광장 도시재생 아이디어 경진대회,4
 춘천시 빅데이터 분석 경진대회,4
무한상상 미래 무기체계 아이디어 ,4
9회 삼성전자 대학생 프로그래밍 경진대회 SCPC ,4
 게임제너레이션 게임비평,4
 LH 국토개발기술대전,4
한국교통안전공단 개방형 혁신 대국민 아이디어 공모,4
 LG이노텍 대학생 유튜브 숏폼 광고 ,4
년 새만금 공공빅데이터 활용 ,4
 NTIS 정보활용 경진대회,4
컨설팅이 제공되는클라우드 인프라 사업,4
 ICT Bu부산Va바꾸기 Challenge,4
위성영상을 활용한 정유탱크컨테이너 탐지 AI 경진대회,4
 공개SW 개발자대회,4
년 승강기 안전 ,4
ReUp Cycle Thon GREEN TECH MAKER,4
하나 디지털 파워 온 프로젝트 2기,4
 대전광역시 공공데이터 활용 경진대회,4
FSI Data Challenge ,4
 핀테크 아이디어 ,4
 중소기업 통계데이터 정책아이디어 ,4
CJ대한통운 미래기술 챌린지 ,4
대전시대덕특구  과학기술로 해결하는 지역문제,4
년 캠퍼스 특허 유니버시아드CPU,4
년 LG유플러스 현대모비스 오비고 차량용 앱서비스 ,4
해운대구 빅데이터 아이디어 ,4
 생성 AI 활용 창작 그림동화 ,4
 미래 자동차산업 아이디어 ,4
년 농림축산식품 공공빅데이터 활용 창업경진대회,4
년 kium 의료인능경진대회,4
한국인터넷진흥원 년 위치정보 우수 비즈니스 모델 발굴 프로젝트,4
 RecurDyn 리커다인 Simulation 경진대회,4
 접수 이벤트 채용특전  교원그룹 AI 챌린지 ,4
 서울 열린데이터광장 공공데이터 활용 모바일 앱웹 경진대회,4
 국가승인통계 활용 디지털콘텐츠 ,4
 현대자동차 연구개발본부 AI 경진대회,4
 춘천 공공데이터 활용 아이디어  526,4
삼성 갤럭시너지 워치 버즈 꿀팁 ,4
충청남도 등 충청권 대학원생 사이버위협 시나리오 ,4
한국농업기술진흥원 년 KoAT 대국민 혁신아이디어 ,4
한국이미지커뮤니케이션연구원 CCF  챗GPT 질문 ,4
정보통신산업진흥원  ICT 비즈니스 모델 아이디어 경진대회,4
한국전기안전공사  전기안전 정책 경진대회,4
울산창조경제혁신센터  HD현대중공업 기술,4
 K해커톤,4
개인정보보호위원회  개인정보 위험 대응 ,4
경기도 년 GenAI공공데이터 창업경진대회,4
 임베디드SW경진대회,4
년 국토교통 데이터 활용 경진대회,4
MATLAB 대학생 AI 경진대회 ,4
영천시   영천시 공공데이터 활용 경진대회,4
춘천시 년 춘천시 공공 데이터활용 아이디어 ,4
여성가족부 년 개방데이터 융복합 활용 창업경진대회,4
청약홈 마이데이터 서비스 네이밍  ,4
SKT Fellowship 5기 ,4
년 성남시 공공데이터 활용ㆍ분석 아이디어 ,4
Apple과 함께하는 Mac 스토리챌린지,4
 현대오토에버 배리어프리 앱 개발 콘테스트,4
혁신공공서비스 발굴을 위한 서울시 생성 AI 해커톤,4
한국공작기계산업협회  대학생 공작기계 창의 아이디어 ,4
충청남도 올담 데이터 활용 시각화 경진대회,4
미래산업 인재육성 컨퍼런스  Valueup,4
  연구개발특구 AI SPARK 챌린지,4
K디지털챌린지 AI 스타트업 창업 경진대회,4
 산업통상자원부 공공데이터 활용 비즈니스 아이디어 ,4
년 보건의료빅데이터 활용 창업경진대회,4
 부산테크노파크 ICT스마트헬스케어 기반 스포츠산업 아이디어 경,4
Web3 글로벌 해커톤 웹3 프로덕트 빌딩에 관심이 있으신가요 ,4
안전보건공단  안전 신기술 ,4
한국ESG연구소 인물 데이터분석 아이디어 ,4
과학기술정보통신부  SW개발  피우다프로젝트,4
제로베이스 앱 서비스 아이디어 챌린지,4
YBM우리에프아이에스  Woori 코딩페스티벌,4
과학기술정보통신부  우수과학문화상품 아이디어 ,4
년  ICT 장애인 보조공학기기 ,4
DRB SPACE CHALLENGE,4
게임 플랫폼 콘텐츠 아이디어 _GNovation,4
KIMST 해양수산과학기술,5
WATERSTONE 그린리더,5
경기도경제과학진흥원 ,5
과학 크리에이터와 함께하는 사이언스 콜라주,5
과학기술단체총연합회 KOFST,5
과학기술정보통신부,5
과학기술정보통신부 연구안전 ,5
과학기술정책연구,5
과학센터 사이언스,5
과학센터 우리동테 과학클럽,5
과학자소통포럼 탄소중립달성을위한 원자력의 역할,5
국립중앙과학관,5
국립해양과학관 해바라기 기자단,5
국립환경과학원,5
기후활동가,5
년 제1기 탄소중립 국민참여단 ,5
무등산국립공원동부사무소 훼손지 복원 시민과학자,5
사이언스 커뮤니케이터 과학다식,5
생명과학부 BIO,5
서울시립과학관,5
서울시립과학관 에듀,5
세계과학문화포럼,5
수협노량진수산,5
아미과학교실 ,5
알려 바이오 온라인 과학기자단 ,5
오픈 심포지엄 과학편,5
유한킴벌리 그린캠프,5
창의과학놀이터,5
한국과총 한민족청년과학도포럼,5
한국과학기술정보연구원 NTIS,5
한국여성과학기술단체총연합회,5
한국해양진흥공사  기자단 해지니,5
해양과학빅데이터,5
해양수산부동아일보 SEA FARM SHOW 양식수,5
에코프로  봉사단에코브리지 4기 ,5
2050 탄소중립녹색성장 위원회 넷제로 프렌즈 ,5
년 천안시시설관리공단  SNS  ,5
국립생태원X이타서울 생태로움  3기  리버스 ,5
통계청 통계교육원 년  통계 아카데미 개최,5
제4기 한국수목원정원관리원 국민기자단 ,5
한국보건의료정보원 제1기 KHIS   ,5
환경실천연합회 환경 봉사 동아리 Ego 하반기 ,5
D2 International Youth Forum 강연,5
동아일보 채널A  A FARM SHOW  6기 ,5
년 농촌 대기를 지키는 누비고   안내,5
년 독도랑 기자단 7기 ,5
한국백혈병환우회  반딧불이 11기 ,5
년 대기를 살리는 청년들 대기청   안내,5
보건복지부  나눔덕후  2기 ,5
대웅바이오 건강기능식품 ONLY ONE 마케팅  1기 ,5
시립서울청소년센터 기후위기홍보단 STEP 홍보단 ,5
오뚜기 진라면 35주년 진앤지니 ,5
제7차 미래 건강전략 포럼 온라인 참여자  안내,5
한국수산자원공단   수피랑 8기 626,5
한국 임업진흥원 년 포레스트 청년 소셜 챌린저 ,5
한국어촌어항공단  서포터즈 휘파랑이 3기 ,5
년 해양폐기물 새활용 작품 ,5
 울산항만공사 대국민 혁신UP 아이디어 ,5
생명사랑 로고송 ,5
 국립재활원 보조기기 해커톤,5
우리동네 미세먼지 집중관리구역 콘텐츠 ,5
 대구 도시디자인 ,5
한국지질자원연구원 영상 ,5
NS FOOD FESTA  in IKSAN 미식 레시피 경연,5
년 치매극복 희망 수기영상 ,5
 화학창의콘텐츠 ,5
 월드 어랍쇼 어촌 Live Show,5
서울시농수산식품공사 년 혁신 아이디어 ,5
캠코 ESG 숏폼ㆍ슬로건ㆍ아이디어 ,5
 포드 환경 후원 프로그램 우리가 GREEN 미래 자 ,5
 울산조선해양축제 일산 왔SUP,5
 울산조선해양축제 기발한배 콘테스트,5
 월드 어랍쇼 어촌 Live Show,5
 국회미래연구원 행복연구 논문,5
 궁리N 과학영상콘텐츠 제작 지원,5
 저작권 우수 논문 ,5
 과천 100년 학술논문 ,5
LG화학한국화학공학회 석유화학올림피아드  77,5
 전국 산림생태복원 기술대전,5
 Young Woman Scientist Webinar 발표제안,5
공차 신메뉴 콘텐츠 ,5
 날씨빅데이터 콘테스트,5
BAT로스만스 환경분야 비즈니스 아이디어 대회  Eco Leag,5
통계청 년 통계데이터 활용대회 신청기간 연장,5
해양수산부 년  해양수산 정보서비스 비즈니스 아이디어,5
전주기상지청 기후변화가 우리 동네로 다가왔다 ,5
산림청  산림문화작품,5
한국동서발전 2050 탄소중립 대국민 아이디어 ,5
통계청 년 상반기 통계데이터센터 이용  활용 수기 ,5
환경문제 해결을 위한 청년 모임 지원사업 카카오뱅크 에코실험실,5
특허청  대학원생 지식재산 우수논문,5
과학기술정보통신부  바이오 데이터 활용 경진대회,5
한국해양재단 년 우수 해양관광상품 ,5
 서울국제음식영화제 오감만족 단편경선 공모 안내,5
기상청  기상청 달콤기후 ,5
 환경창업대전 Eco Startup Challenge,5
환경변화 인식개선 인천시민 사진  우리가 Green 인천,5
산림청  산림분야 청년 창업 경진대회,5
해양수산부 년 해양수산 규제혁신과제 ,5
국립생물자원관  대학생 연구논문 ,5
 대학생 생물분류 연구논문 공모,5
 산림분야 청년창업경진대회 ,5
국립수산물품질관리원 년 수산생물 국경검역 콘텐츠 ,5
년도 환경데이터 활용 및 분석 ,5
환경부 년 그린캠퍼스 대학 환경동아리  공고,5
환경부 야생동물과 함께하는 공존 포스터 ,5
LH 주택건축대전,6
LH 주택건축대전,6
건축분쟁전문위원회를 국민들에게 쉽고 다양하게 홍보하기위한 아이디어,6
건축사회 서울건축사신문 학생기자단,6
건축학도 주목 홈스타일링 렌더링,6
경기건축대전,6
경기건축문화제,6
구조물 내진설계 경진대회,6
대구국제건축대전,6
아이디어(건축),6
대한 건축학회 제11기 학생기자단,6
대한건축학회 디지털건축대전,6
대한건축학회 학생기자단,6
대한건축학회학생기자단 10기,6
도시 건축 드로잉,6
동일건축 건설관련 대학(원)생 설계VE 경진대회,6
미래 건축정책 아이디어 ,6
서울 도시건축 전시관 소셜기자단,6
서울건축문화제 건축설계 잡 페스티벌,6
서울건축자산 시민,6
서울도시건축전시관 소셜기자단,6
세종건축문화제  ,6
신영문화재단 건축문화상 포스터디자인,6
신영문화제단 건축문화상,6
인천건축학생,6
한국농촌건축대전,6
한국리모델린건축대전개최,6
현대건설 힐스테이트 꿈키움 멘토링 봉사단 10기  멘토  홍보,6
 계룡장학재단 아이디어 ,6
  세종건축문화제 대학생 공고,6
 LH 대학생 주택건축대전,6
대학생아이디어건축,6
농림축산식품부  한국농촌건축대전,6
인천광역시  인천건축학생,6
풍동2지구 도시개발사업지 공간구상 및 조형물 아이디어 공모,6
년 부평  주안 국가 산업단지 재생을 위한 대학생 아이디어 공전,6
포스코이앤씨 더샵 대학원생 설계 아이디어 ,6
대한가구산업협동조합  가구 리빙 디자인 ,6
거제시 년 거제시 공중화장실 디자인 아이디어 공모,6
 고양특례시 드론 영상 ,7
 서귀포 3분 관광영화제,7
 우리꽃전시회 ,7
 헤지스 디자인 ,7
WAF 웹툰애니메이션 창작자 ,7
경산 Again 대학가요제 자  안내,7
년  Creative Bridge Festival ,7
년 식생활교육 창의 수업 ,7
년 코카뮤직 모니터링블로그 기자단,7
삼성서울병원 소담누리 도담도담봉사단 영상 제작팀 ,7
서울국제건축영화제,7
서울대학교병원 멀티시네마월 미디어아트,7
서울영등포국제초단편영화제 자원활동가,7
서울영등포국제초단편영화제 초단편영화 아카데미 수강생,7
세계미식도시목포 전국디저트경연대회 목포랑 CAFE SHOW,7
영어 위키 e스포츠 국 한국 팀,7
예당국제공연예술제 청년 홍보대사,7
오션캠퍼스 스쿠버다이빙 오픈워터,7
장애인문화예술축제 로고송,7
전국 국제단편영화제,7
청계천 60초 영상 ,7
청년의 날 치어리딩 페스티벌,7
청년의 날 플래시몹 기획단,7
청소년 대상 미술 분야 멘토링 활동을 도울  멘토 ,7
프로젝션 맵핑 아트브릿지,7
하자센터 미래진로 청소년 그룹 러닝 크루,7
한국만화박물관,7
JM헬스팩토리   ,7
한국형 영화 효과음원 홍보  ,7
 부산국제영화제 자원봉사자 ,7
굿네이버스 서울남부지부 에서 인형극 팀을 ,7
KIMA WEEK  포항  ,7
바다미술제  ,7
 국제 스페셜 뮤직아트 페스티벌 메이트남 및 통역 자원봉사자,7
콘텐츠 크리에이티브 콘서트 2회 한계를 허무는 몰입도 높은 연출법,7
 SMile Music Festival 영상  ,7
KTG복지재단 꿈그림 벽화 미술 스탭 ,7
만화카페 벌툰 틱톡  꿀벌이 1기 추가모,7
29초영화제  ,7
서울프린지페스티벌 자원활동가 인디스트 추가,7
예술경영지원센터  아트모아ArtMore 3기 기자단 ,7
경기콘텐츠진흥원 년 디자인 솔루션 랩 7기 자 ,7
주비디오몬스터 년 비브ViiV  2기 ,7
성프란복지관 장애비장애 통합연극단 희망무지개 봉사자 ,7
25회 서울국제여성영화제 자원활동가 시우프렌즈 추가 713,7
콘텐츠  크리에이티브 콘서트 1회 그림비배성태 작가의 토크 콘서트,7
하자센터 미래진로 청소년 그룹 러닝 크루 3기 ,7
 창작과정 멘토링사업 생각의 탄생 참여예술가 모,7
군산 8월의 크리스마스 30초 영화제 ,7
레보리아 홍보 콘텐츠 ,7
교육활동 보호를 위한 통화연결음 문구 ,7
음원100곡 제작 더 넥스트 빅 송NBS 뮤지션 ,7
산돌구름과 함께하는  공유저작물 창작,7
 예천 국제 스마트폰 영화제,7
시민과 함께하는 부천시 대표이미지 ,7
 마음투자 사진영상 제작 공모,7
 박카스 29초영화제,7
서울와우북페스티벌  상상만발책그림전 ,7
서민금융 영상 크리에이터 ,7
 일산상설 문화공연 일산비치갓탤런트 시즌2,7
 울진웹툰영화제웹툰,7
르무통 in 방방곡곡 숏폼 영상 ,7
  길사진 ,7
 에이피알 대학생 뷰티 마케팅상품기획 ,7
 수려한합천영화제 작품공모,7
대학생 뮤지션발굴 프로젝트  상상 집현전 자 ,7
 수돗물 굵짧 영상 ,7
 대구웹툰캠퍼스  대구웹툰,7
핏밀리 밀리 캐릭터 ,7
 상상패션런웨이디자이너 ,7
 상상패션런웨이모델 ,7
 제주국제장애인인권영화제 단편 경쟁부문 작품공모,7
청계천은 캔버스 ,7
 농업농촌 영상공모,7
 부산국제비디오아트페스티발 작품 공모,7
 중앙 미디어아트 ,7
 서울시 청년정책 웹드라마 배우 오디션,7
 변산비치파티 비치댄스 자 ,7
 스마트문화도시 성동 인스타툰 ,7
년 대전특수영상영화제 영상 ,7
인바디 메이커톤 자 ,7
 대구 수제화 디자인 ,7
 서울생활예술페스티벌에 참여할 예술 동호회,7
  모든 웹툰 ,7
 제주 공공디자인 ,7
 대구를 노래하다 ,7
국립생태원 29초영화제,7
 지붕없는  오브제를 활용한 벽화 ,7
 해운대재즈 루키밴드 컨테스트,7
부산일러스트레이션페어V4 포스터 ,7
나의 상상이 TV영상으로 ,7
 성북청춘불패영화제 작품 공모,7
 대한민국창작만화,7
 중부대학교 엔터테인먼트학전공 페스티벌 경연대회 REPLAY,7
통로이미지 크리에이티브 어워즈  사진일러스트그래픽,7
 영광 상사화 대학가요제,7
2030 부산의 청춘 슈즈페스티벌 3rd 슈즈커스텀 아이디어 ,7
년 인문 다큐 영상 ,7
 버스킹 페스티벌 참여단체 공모,7
웹소설  조아라  77페스티벌 당신을 위한 스타트라인,7
년 광양시 캐릭터 매돌이 인스타툰 ,7
전남대학교병원 청렴 웹툰 공모 및 웹툰 작가 선정,7
 백,7
 자몽自夢프로젝트  051영화제,7
 서울영등포국제초단편영화제 작품 공모,7
  롯데 크리에이티브  개최 612  626,7
서울디자인어워드 ,7
원데이즈유 피지쓱싹 딥 클렌징오일 영상 콘텐츠 공모,7
 카카오엔터테인먼트 드라마영화 ,7
 영주 릴스 영상사진 ,7
더문랩스 Web30 Creator Festival  ,7
해양수산부 인천광역시 주최 인천국제해양포럼 대국민 사진,7
해양수산부  수산자원을 부탁해 웹툰사진 730,7
대구광역시 수성구 청년센터 나의 상상이 TV영상으로 ,7
 적극행정 캐릭터 ,7
 VA 버추얼 영화제 작품 공모,7
한국만화영상진흥원과 함께하는  네이버웹툰 최강자전,7
대학생과 함께하는 불스원 디자인 ,7
서울 자치경찰 2주년 기념 사진 ,7
 강원별곡 국악창작곡 공모,7
년 경남 귀어귀촌 사진영상  자 ,7
셀프메이드 지니어스 ,7
 여주 문화 사진  여주도자기축제,7
 모나미 프러스펜 아트 콘테스트,7
한국만화가협회 外  웹툰 저작권 보호 주제 단편 웹툰 ,7
삼삼한 대구여행 스케치  대구의 낮과 밤을 스케치하다,7
강남문화원  강남미술대전,7
산업통상자원부   대한민국디자인전람회,7
 국립공원 사진기간연장,7
 숏폼 콘테스트  공간이 춤을 춘다,7
년 서울시 좋은간판 ,7
오픈갤러리  오픈갤러리 장학생 선발,7
뭐든 좋아 경북 숏타임,7
 부산여성영화제 상영작 ,7
성북청춘불패영화제 단편영화 제작지원 프로젝트 공모 51526,7
청주시  청주영상위원회 단편영화 시나리오 ,7
세종아이콘 커핑커피 숏폼 영상 ,7
삼성화재 안내견학교 30주년 기념 안내견 캐릭터 ,7
대구교통공사 DTRO 캐릭터 일러스트 ,7
 강원콘텐츠코리아랩 콘텐츠 창작 ,7
안전보건공단  산업안전 웹툰 세상을 바꾸는 웹툰 ,7
평창유산재단 2018 평창 동계올림픽패럴림픽 유산사업 아이디어 공모,7
충청북도 충청북도 새 얼굴 찾기 디자인 ,7
서울특별시 노들 글로벌 예술섬 전국 아이디어 ,7
영상 곰믹스 맥스 X LG 그램 일상을 빛내다 영상 편집 공,7
 광산구 홍보 영상 ,7
정약용펀그라운드 댄스경연대회,7
여수시   여수관광 광고디자인 ,7
년도 스마일센터 캐릭터 ,7
부산소방재난본부 심벌마크Symbol Mark 디자인 공모,7
대한민국 해양사진대전,7
부산광역시  대한민국공예품대전 부산예선대회,7
 D2BDesigntoBusiness 디자인페어 ,7
통일부 주관  통일염원 대중음악 경연대회 통일로 가요,7
하나뿐인 지구영상 하나뿐인 지구영상제 출품 공모,7
문화체육관광부  공공디자인 국민아이디어 ,7
부산국제마케팅광고제 영스타즈 MAD competiton ,7
부산영상위원회  BFC 스토리 IP ,7
서초구 년  공사장 가설울타리 상상디자인 ,7
노벨피아  웹만화 ,7
 관광기념품 ,7
배우고 즐기고 나누는 환경교육 영상 ,7
 김과외 영상 ,7
 신한 29초영화제,7
영월군  영월 30초 광고제,7
크린에이드  캐릭터 ,7
광주디자인진흥원 미래 디자인 아이디어 ,7
 노원문화재단 시각예술 신진작가 지원사업 공모,7
문화체육관광부  전통 기록문화 활용 대학생 콘텐츠 ,7
업사이클링 신진 아티스트  Re Think,7
 MBC 드라마 극본공모,7
